CODE_PCT,NOM_COMMERCIAL,PRIX_PUBLIC,TARIF_REFERENCE,CATEGORIE,DCI,AP
303135,AMLOTENS 5mg Gél Bt 30,8.74,8.4,E,AMLODIPINE,N
303137,AMLOTENS 5mg Gél Bt 90,25.24,25.2,E,AMLODIPINE,N
305218,RESPIROX 4 mg Comp Bt 30,59.8,56.79,E,RISPERIDONE,O
105584,SERESTA 10mg Comp Bt/30,5.03,5.01,I,OXAZEPAM,N
105585,SERESTA 50mg Comp Séc Bt/20,8.24,8.24,I,OXAZEPAM,N
105599,METHOTREXATE 2.5mg Comp Bt/100,49.76,49.7,V,METHOTREXATE,N
303167,GLIMID 6 mg Comp Séc Bt 90,32.415,32.4,E,GLIMEPIRIDE,N
303174,LOXEN LP 50 mg Gél LP Bt 60,27.05,27,E,NICARDIPINE,N
105475,RILAMIG 2.5mg Comp Pell Bt 6,50.88,50.88,E,FROVATRIPTAN,N
105575,THIAMAZOLE UNI-PHARMA 5 mg Comp Séc Bt 100,16.16,16.1,E,THIAMAZOLE,N
303175,ZELID 250 250mg Comp Pell Bt 14,14.645,13.286,E,CLARITHROMYCINE,N
303176,ZELID 500 500mg Comp Pell Bt 14,26.04,19.712,E,CLARITHROMYCINE,N
303181,XTIOVA EASY FLOW 18mcg Pdre P Inhal Bucc Bt 30 Gél + Inhal,70.58,70.56,E,TIOTROPIUM,N
303182,LOWRADIP 10mg Comp Pell Sec Bt 30,25.66,25.65,E,LERCANIDIPINE,N
303183,LOWRADIP 20mg Comp Pell Sec Bt 30,25.66,25.65,E,LERCANIDIPINE,N
303184,PRODYS 100mg Comp Pell Bt 15,4.68,3.15,E,FLURBIPROFENE,N
303180,VOTRIL 0.3mg/0.3ml Collyre Bt /24 Unidoses/0.3 ml,6.655,6.653,E,DICLOFENAC,N
105582,NATISPRAY 0.3mg/Dose Sol P Pulv Bucc Fl 18ml/300 Doses,23.745,23.7,E,TRINITRINE,N
303171,ZOMAX 600mg Pdre P Susp Or Fl 15ml,6.16,4.695,E,AZITHROMYCINE,N
303172,ZOMAX 900mg Pdre P Susp Or Fl 22.5ml,9.12,7.043,E,AZITHROMYCINE,N
105617,COLLYRE BLEU LAITER Collyre Fl 10ml (ex 100826),4.055,4.05,I,METHYLTHIONINIUM+NAPHAZOLINE NITRATE,N
303185,RESPIROX 2 mg Comp Pell Séc Bt 20,21.81,19.82,E,RISPERIDONE,O
302990,MEDZAR 50mg com pell séc Bt 90,59.785,59.76,E,LOSARTAN,N
302991,MEDZAR FORT 100mg comp pell séc Bt 90,69.22,69.21,E,LOSARTAN,N
302980,DIARIX 200mg Comp.Pell. Bt 42,34.86,34.86,I,RIFAXIMINA,N
302985,ATROVAST 10 10 mg Comp Pell Bt 30,15.64,14.67,E,ATORVASTATINE,N
302986,ATROVAST 20 20 MG Comp Pell Séc Bt 30,20.6,19.32,E,ATORVASTATINE,N
302987,ATROVAST 40 40 mg Comp Pell Séc Bt 30,28.695,22.56,E,ATORVASTATINE,N
302988,ATROVAST 80 80 mg Comp Pell Séc Bt 30,39.6,25.08,E,ATORVASTATINE,N
302981,PROGEST 200 200MG SUPPO. BT 15,16.795,16.785,E,PROGESTERONE,N
302982,PROGEST 400 400MG SUPPO. BT15,33.725,33.72,E,PROGESTERONE,N
302998,CIBLOR 1000 MG/125MG Pdre.P.Susp.Or. Bt 12 Sachets-doses,19.71,14.016,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
302994,CIBLOR 500MG/62.5MG Pdre.P.Susp.Or. Bt 12 Sachets-Doses,12.23,7.044,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
302999,CIBLOR Enf. 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 60ml+Ser Doseuse,10.98,8.76,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
105234,PENTASA 1GR SUSP.RECT.BT 7FL/100ML,119.59,108.598,E,MESALAZINE,N
303085,ROSUVASCOR 10 mg Comp Pell Bt/30,18.79,16.2,E,ROSUVASTATINE,N
303086,ROSUVASCOR 20 mg Comp Pell Bt/30,28.47,24.3,E,ROSUVASTATINE,N
303084,ROSUVASCOR 5 mg Comp Pell Bt/30,15.23,13.68,E,ROSUVASTATINE,N
303081,COLOCALM 160 160 mg Comp Orodispersible Bt/15,7.44,7.245,I,PHLOROGLUCINOL,N
303082,AIRGIX (ex C-TOLERGE)10 mg Comp Pell Bt 10,3.54,2.5,E,CETIRIZINE,N
303096,AZITROMIN DUO 500mg Comp Pell Sec Bt 2,6.565,5.286,E,AZITHROMYCINE,N
303097,AZITROMIN TRIO 500mg Comp Pell Sec Bt 3,9.72,7.929,E,AZITHROMYCINE,N
105516,BIALMINAL 100mg Comp Séc Bt 60,12.645,1.44,V,PHENOBARBITAL,N
105330,SPIOLTO RESPIMAT 2.5ug/2.5ug Sol P inhal Bt/1 cartouche de 60 bouffées+inhal respimat,126.355,126.3,E,TIOTROPIUM+OLODATEROL,N
302842,ROMPALGINE 400mg/50mg/20mg Comp Bt 20,5.125,5.12,E,PARACETAMOL+CAFEINE+CODEINE,N
303042,PENI-V 1000 000 UI Com Pell Séc Bt 12,4.47,4.248,E,PHENOXYMETHYLPENICILLINE,N
303125,STAGID 700mg Comp Séc Bt 30,5.89,5.88,E,METFORMINE,N
303123,PRIMAPRED 20mg Comp Orodsip Bt 10,5.195,2.54,E,PREDNISOLONE,N
303122,RETABLISS 20mg/ml Sol Buv Fl 15ml,21.795,21.795,E,ESCITALOPRAM,N
303134,ACARBOSE ADWYA 100mg Comp.Séc. Bt 90,26.97,26.91,E,ACARBOSE,N
303133,ACARBOSE ADWYA 50mg Comp.Séc. Bt 90,19.04,18.99,E,ACARBOSE,N
303136,AMLOTENS 10mg Gél. Bt 30,12.865,11.76,E,AMLODIPINE,N
303138,AMLOTENS 10mg Gél. Bt 90,35.34,35.28,E,AMLODIPINE,N
303192,ROZUVIE 10 10mg Comp Pell Bt 90,50.24,48.6,E,ROSUVASTATINE,N
303193,ROZUVIE 20 20mg Comp Pell Bt 90,75.24,72.9,E,ROSUVASTATINE,N
303213,RISONEL 35mg Comp Pell Bt 12,89.94,81.204,E,RISEDRONATE,O
303212,RISONEL 35mg Comp Pell Bt 4,35.14,27.068,E,RISEDRONATE,O
303201,COPRED ODT 20mg Comp Orodisp Bt 20,9.53,5.08,E,PREDNISOLONE,N
303207,COPRED ODT 20mg Comp Orodisp Bt 30,11.5,7.62,E,PREDNISOLONE,N
303258,FLUTICA 50mcg/Dose Susp Nasale Fl 120 Doses,13.465,13.44,E,FLUTICASONE,N
303257,TRIPLIXAM 10mg/2.5mg/10mg Comp Pell Bt 30,64.24,64.23,E,PERINDOPRIL+INDAPAMIDE+AMLODIPINE,N
303256,TRIPLIXAM 10mg/2.5mg/5mg Comp Pell Bt 30,59.816,59.79,E,PERINDOPRIL+INDAPAMIDE+AMLODIPINE,N
303255,TRIPLIXAM 5mg/1.25mg/10mg Comp Pell Bt 30,49.119,49.11,E,PERINDOPRIL+INDAPAMIDE+AMLODIPINE,N
303254,TRIPLIXAM 5mg/1.25mg/5mg Comp Pell Bt 30,46.067,46.05,E,PERINDOPRIL+INDAPAMIDE+AMLODIPINE,N
303308,AZACINE 500mg Comp Pell Séc Bt 3,7.93,7.929,E,AZITHROMYCINE,N
303307,NEMACEST 400mg Comp Bt 2,6.24,6.24,E,ALBENDAZOLE,N
303309,BICLAVOR 500mg/62.5mg Comp Pell Bt 48,29.91,29.28,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
303310,ZELID 500 500mg Comp Pell Bt 28,39.44,39.424,E,CLARITHROMYCINE,N
303320,ICATENS 10mg/160mg Comp Pell Bt 30,44.64,37.8,E,AMLODIPINE + VALSARTAN,N
303319,ICATENS 5mg/160mg Comp Pell Bt 30,40.16,37.8,E,AMLODIPINE + VALSARTAN,N
303347,LAPTOR 10mg Comp Pell Bt 90,44.04,44.01,E,ATORVASTATINE,N
303348,LAPTOR 20mg Comp Pell Séc Bt 90,58.04,57.96,E,ATORVASTATINE,N
303349,LAPTOR 40mg Comp Pell Sec Bt 90,67.74,67.68,E,ATORVASTATINE,N
303344,BETACOL LP 2% Collyre Fl 3ml,10.44,10.44,E,CARTEOLOL,N
105698,RYZODEG FLEX TOUCH 100U/ml Sol Inj Bt 5 Stylos pré-remplis/3ml (F),216.815,216.815,V,INSULINE ASPARTE + INSULINE DEGLUDEC,O
303397,NEBICOR 5mg Comp Quadrisécable Bt 30,15.66,15.18,E,NEBIVOLOL,N
303393,RISPER ORO 2mg Comp Orodisp Bt 60,64.98,64.98,E,RISPERIDONE,O
303395,ROSUVANS 10mg Comp Pell Bt 30,16.89,16.2,E,ROSUVASTATINE,N
303396,ROSUVANS 20mg Comp Pell Bt 30,25.23,24.3,E,ROSUVASTATINE,N
303394,ROSUVANS 5mg Comp Pell Bt 30,14.28,13.68,E,ROSUVASTATINE,N
303392,SEROTONYL 20mg Comp Pell Séc Bt 30,36.66,36.66,E,ESCITALOPRAM,N
307790,INDOPAL Suppo 100mg Bt 10,3.73,3.17,E,INDOMETACINE,N
309955,FLINZOL 150mg Gél. Bt 1 (ex FUNZOL Gélule 150mg Bt 1),5.64,4.015,E,FLUCONAZOLE,N
102474,TIORFAN Enf Pdre oral Sachet  30 mg Bt 30,22.44,12.03,I,RACECADOTRIL,N
300624,DOLVEN Susp Buv 100mg/5ml Fl 120ml,6.09,3.96,E,IBUPROFEN,N
102592,ACETYLSALICYLATE DE LYSINE 500 mg p.p.i b/6+6,6.773,6.768,E,ACETYLSALICYLATE DE LYSINE,N
301100,LIPICARD Comp Pell Sec 40 mg  Bt 28,31.14,17.78,E,SIMVASTATINE,N
303188,ROSULIP 5mg Comp Pell Bt 30,15.23,13.68,E,ROSUVASTATINE,N
303211,AMLOVAR 10mg/160mg Comp Pell Bt 90,113.42,113.4,E,AMLODIPINE + VALSARTAN,N
303210,AMLOVAR 5mg/160mg Com Pell Bt 90,113.42,113.4,E,AMLODIPINE + VALSARTAN,N
303209,AMLOVAR 5mg/80mg Comp Pell Bt 90,100.08,100.08,E,AMLODIPINE + VALSARTAN,N
105572,DUALKOPT 20mg + 5mg Collyre Fl 10ml,84.98,41.22,E,DORZOLAMIDE+TIMOLOL,N
303214,CHOLDOWN 10mg Comp Pell Bt 30,15.46,14.67,E,ATORVASTATINE,N
303215,CHOLDOWN 10mg Comp Pell Bt 90,44.04,44.01,E,ATORVASTATINE,N
303216,CHOLDOWN 20mg Comp Pell Bt 30,20.155,19.32,E,ATORVASTATINE,N
303217,CHOLDOWN 20mg Comp Pell Bt 90,58.04,57.96,E,ATORVASTATINE,N
303218,CHOLDOWN 40 40mg Comp Pell Bt 30,28.365,22.56,E,ATORVASTATINE,N
303219,CHOLDOWN 80 80mg Comp Pell Bt 30,34.02,25.08,E,ATORVASTATINE,N
571305,STALORAL DPT FL ENTRETIEN (1x300 IR) (F),142.162,142.162,E,D. PTERONYSSINUS (100% DPT),O
571306,STALORAL DPT CT INITIAL (10-100-300 IR) (F),166.889,166.887,E,D. PTERONYSSINUS (100% DPT),O
571293,STALORAL CUPRESSACEES CT 10-100-300 IR,179.793,179.793,E,CUPRESSACEE,O
571294,STALORAL CUPRESSACEES FL 300 IR,153.156,153.156,E,CUPRESSACEE,O
571313,STALORAL PARIETAIRE CT (10-100-300) IR (F),153.769,153.768,E,PARIETAIRE,O
571314,STALORAL PARIETAIRE Bt 1 Fl 300 IR (F),141.625,141.625,E,PARIETAIRE,O
303265,ROSACT 10mg Comp Pell Bt 30,18.96,16.2,E,ROSUVASTATINE,N
303266,ROSACT 20mg Comp Pell Bt 30,32.59,24.3,E,ROSUVASTATINE,N
303268,ADONTAG 150mg Gél Bt 18,21.01,17.1,V,PREGABALINE,O
303269,ADONTAG 150mg Gél Bt 30,34.86,28.5,V,PREGABALINE,O
303270,ADONTAG 150mg Gél Bt 60,67.44,57,V,PREGABALINE,O
303263,ANTIOMAL 500 500mg Comp Pell Bt 60,43.74,19.74,E,LEVETIRACETAM,N
303267,CIPROFLEX 500 500mg Comp Pell Bt 28,18.44,18.312,E,CIPROFLOXACINE,N
303290,PROSTAM LP 0.4mg Gél à Libération Prolongée Bt 90,84.44,84.42,I,TAMSULOSINE,N
303292,ROSUVASCOR 10mg Comp Pell Bt 90,50.24,48.6,E,ROSUVASTATINE,N
303293,ROSUVASCOR 20mg Comp Pell Bt 90,75.24,72.9,E,ROSUVASTATINE,N
303291,ROSUVASCOR 5mg Comp Pell Bt 90,42.44,41.04,E,ROSUVASTATINE,N
303295,VITAPRED 20 20mg Comp Orodisp Bt 30,12.9,7.62,E,PREDNISOLONE,N
303294,VITAPRED 5 5mg Comp Orodisp Bt 30,8.03,6.33,E,PREDNISOLONE,N
303350,CYSTODOSE 3gr Granulés P Sol Buv Bt 1Sachet,15.14,15.14,E,FOSFOMYCINE,N
303351,SAIFOXYL 500mg Pdre P Susp Or Fl 100ml,7.595,7.5,E,AMOXICILLINE,N
303414,GABAMIN 150mg Gél Bt 90,92.22,85.5,V,PREGABALINE,O
303416,ICATENS 10mg/160mg Comp Pell Bt 90,114.27,113.4,E,AMLODIPINE + VALSARTAN,N
303415,ICATENS 5mg/160mg Comp Pell Bt 90,114.27,113.4,E,AMLODIPINE + VALSARTAN,N
301462,ZOVATIN 20 Comp Pell Sec 20 MG Bt 90,46.27,42.48,E,SIMVASTATINE,N
303277,ARADEUX PLUS 150/5 150mg/5mg Comp Pell Bt 90,93.74,93.69,E,IRBESARTAN +AMLODIPINE,N
303278,ARADEUX PLUS 300/5 300mg/5mg Com Pell Bt 90,119.24,118.89,E,IRBESARTAN +AMLODIPINE,N
303279,ARADEUX PLUS 300/10 300mg/10mg Com Pell Bt 90,119.24,119.16,E,IRBESARTAN +AMLODIPINE,N
303275,GLINORM 1mg Comp Pell Bt 30,11.24,10.53,E,REPAGLINIDE,N
303276,GLINORM 2mg Comp Pell Bt 30,13.24,12.42,E,REPAGLINIDE,N
105636,SINGULAIR 10mg Comp Pell Bt 28 (ex 104417),57.035,34.132,E,MONTELUKAST,N
105637,SINGULAIR 4mg Glés LP Bt 28 Sachets (ex 103303),48.785,38.472,E,MONTELUKAST,N
105638,SINGULAIR 5 mg Comp à Croquer Bt 28 (ex 104418),57.17,34.132,E,MONTELUKAST,N
303318,PSORIASONE 50mcg/0.5mg/gr Pde Derm Bt 2T/60gr,114.24,114.24,E,CALCIPOTRIOL + BETAMETHASONE,O
302245,LASICARE 500mg Comp Séc Bt 50,49.14,48.9,E,FUROSEMIDE,N
303346,OROZA 10 10mg Comp Orodisp Bt 90,240.24,171.72,E,OLANZAPINE,O
303341,OROZA 5 5mg Comp Orodisp Bt 90,90.24,70.2,E,OLANZAPINE,O
303312,VILDA 50mg Comp Bt 30,30.33,19.38,E,VILDAGLIPTINE,N
303322,GALVINE 50mg Comp Bt 30,19.402,19.38,E,VILDAGLIPTINE,N
303313,VILDAMET 50mg/1000mg Comp Pell Bt 60,66.74,47.22,E,VILDAGLIPTINE + METFORMINE,N
303323,NEBICARD 5mg Comp Quadrisécable Bt 30,16.54,15.18,E,NEBIVOLOL,N
303324,OLMECARD 10mg Comp Pell Bt 30,16.055,16.05,E,OLMESARTAN MEDOXOMIL,N
303325,OLMECARD 20mg Comp Pell Bt 30,24.015,24,E,OLMESARTAN MEDOXOMIL,N
303326,OLMECARD 40mg Comp Pell Bt 30,29.28,29.28,E,OLMESARTAN MEDOXOMIL,N
303327,OLMECARD PLUS 20mg/12.5mg Comp Pell Bt 30,27.9,27.9,E,OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,N
303328,OLMECARD PLUS 20mg/25mg Comp Pell Bt 30,28.75,28.74,E,OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,N
303329,OLMECARD PLUS 40mg/12.5mg Comp Pell Bt 30,32.84,32.82,E,OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,N
303330,OLMECARD PLUS 40mg/25mg Comp Pell Bt 30,32.84,32.82,E,OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,N
303345,SPASMOLAX 80mg Comp Orodisp Bt 10,2.705,2.46,I,PHLOROGLUCINOL,N
301317,GLIMID Comp Sec 6 mg Bt 30,17.855,10.8,E,GLIMEPIRIDE,N
103402,SPIRIVA Pdre Inh Bucc 18µgr Bt 30 Gelule,90.525,70.56,E,TIOTROPIUM,N
301301,OMEPRAZOLE WINTHROP Gelule 20 mg Fl 28,30.81,25.172,E,OMEPRAZOLE,N
309067,OXIMAL Comp Sec 15mg  Fl 14,13.825,12.194,E,MELOXICAM,N
301310,ESOPREX Comp Pell Sec 10 mg Bt 30,31.225,25.38,E,ESCITALOPRAM,N
301305,SOULADOL 100 Sol  Inj 100mg/2ml Bt 5,9.085,8.44,E,TRAMADOL,N
103993,SEROQUEL Comp Pell 300 mg Bt 60,445.68,200.22,E,QUETIAPINE,O
103802,INEXIUM Comp Gatro Resis 20 mg Bt 7,17.8,4.284,E,ESOMEPRAZOLE,N
301293,IRYS Comp Pell Sec 2 mg Bt 60,19.31,13.92,E,GLIMEPIRIDE,N
301418,CAPTO-PRIL ALLIANCE Comp Sec 50 mg Bt 90,26.32,26.28,E,CAPTOPRIL,N
301671,AMOCLAN 100mg/12.5mg/ml Pdre P Susp Or FL 30 ML + Ser doseuse,7.015,4.38,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
301483,INFLACED Gelule 20 mg BT 15,6.915,6.345,E,PIROXICAM,N
301604,SYBROL Susp P Inh 25 µG  FL 60 Doses,17.53,16.14,E,SALMETEROL,N
303189,ROSULIP 10mg Comp Pell Bt 30,18.79,16.2,E,ROSUVASTATINE,N
303190,ROSULIP 20mg Comp Pell Bt 30,28.47,24.3,E,ROSUVASTATINE,N
105626,ALLERGODIL 0.05% Collyre Fl 6 ml,9.12,8.688,E,AZELASTINE,N
303198,DIAMEZID 60mg Comp Pell Séc à Liberation Modifiée Bt 90,42.63,34.74,E,GLICLAZIDE,N
303220,ESOCALM 40mg Gél Gastro-resistante Bt 7,7.585,5.11,E,ESOMEPRAZOLE,N
303221,ESOCALM 40mg Gél Gastro-resistante Bt 14,12.485,10.22,E,ESOMEPRAZOLE,N
303259,VIT D3 200 000UI/ML SOL INJ IM ET ORALE BT 1 AMP/1ML,5.17,3.74,E,VITAMINE D,N
105704,UN-ALFA 1µg Caps Molle Fl 30,53.455,38.73,E,ALFACALCIDOL,N
303403,GLINORM 1mg Comp Pell Bt 90,31.59,31.59,E,REPAGLINIDE,N
303404,GLINORM 2mg Comp Pell Bt 90,37.29,37.26,E,REPAGLINIDE,N
303413,ASMULAIR 10mg Comp Pell Bt 30,40.22,36.57,E,MONTELUKAST,N
303412,ASMULAIR 5mg Comp à Croquer Bt 30,42.94,36.57,E,MONTELUKAST,N
309006,DILACOR 4 mg comp.Bt/30,10.675,7.65,E,MOLSIDOMINE,N
300721,GLIMID 1 mg comp.B/30,8,4.2,E,GLIMEPIRIDE,N
302760,IRYS 6 mg Comp. Pell. Sec. Bt/30,14.745,10.8,E,GLIMEPIRIDE,N
309825,SAIFOXYL Comp 1gr  Bt 12,6.115,6.108,E,AMOXICILLINE,N
300903,PROSTAM LP Gelule 0.4mg Bt 30,29.775,28.14,I,TAMSULOSINE,N
309863,ULDINE Comp 20mg Bt 30,13.92,13.23,E,FAMOTIDINE,N
300401,DIUREX Comp Pell 2.5mg Bt 30,5.665,5.64,E,INDAPAMIDE,N
301472,MIBRAL 5 COMP Sec 5 mg Bt 90,29.51,25.2,E,AMLODIPINE,N
303076,PHENOBARBITAL Comp 50mg Bt 30,3.715,3.69,V,PHENOBARBITAL,N
300901,LIPICARD Comp Pel Sec 20mg Bt 28,24.09,13.216,E,SIMVASTATINE,N
103256,DERMOBACTER Sol Ext Fl 300ml,6.565,2.1,I,CHLORHEXIDINE+BENZALKONIUM,N
105459,COSIMPREL 10mg/5mg Comp. Pell. Sec. Bt 30,33.625,33.6,E,BISOPROLOL+PERINDOPRIL,N
306957,ECOREX Lait Derm 10mg Fl 30ml,5.405,4.29,E,ECONAZOLE,N
306594,PURINOL Comp 300mg Bt 50,10.345,10.3,E,ALLOPURINOL,N
309943,NORACIN Comp 400mg  Bt 14,11.89,11.886,E,NORFLOXACINE,N
102079,OROMONE Comp pell 1mg Bt 28,3.099,3.08,E,ESTRADIOL,N
300927,PAREXAT Comp Pell Sec 20mg Bt 14,12.55,9.352,E,PAROXETINE,N
300414,LORADINE Comp séc. 10mg Bt 10,5.315,2.81,E,LORATADINE,N
301469,U-CEF Comp Pell 250 MG  Fl 14,19.025,12.026,E,CEFUROXIME,N
105687,SINOCORT 50mcg/Dose (0.05%) Susp Nasale Fl 12ml,15.465,12.96,E,MOMETASONE,N
303420,LIOREFEN 10mg Comp Séc Bt 100,6.215,6,I,BACLOFENE,N
301527,CLARITHROMYCINE ZENTIVA  500 mg Comp Pell  Bt 14,26.57,19.712,E,CLARITHROMYCINE,N
300014,ALERGOSONE Gttes buv Fl 30ml,5.41,5.16,E,BETAMETHASONE,N
301033,PRIMPERAN 10 mg Comp Sec Bt 40,5.23,5.2,I,METOCLOPRAMIDE,N
104622,BRICANYL TURBUHALER Pdre P Inh Bucc 500 mcg /dose  FL 100 doses,16.19,16.1,E,TERBUTALINE,N
302776,CO-IRBESAR 300 mg/25 mg COMP. BT 90,88.44,72.72,E,IRBESARTAN+HYDROCHLOROTHIAZIDE,N
300508,NOXEN Suppo 500mg Bt 12,7.205,6.336,E,NAPROXENE,N
301978,VITAPRED 5 Comp Orodispersible 5 MG BT 20,6.01,4.22,E,PREDNISOLONE,N
107132,DAIVONEX Lotion 0.005% Fl 60ml,34.145,34.14,E,CALCIPOTRIOL,O
301053,CAPRIL 25 mg  Comp Sec  Bt 60,12,9.96,E,CAPTOPRIL,N
309040,ADOL 500mg comp Bt 15,2.215,0.75,E,PARACETAMOL,N
105086,ALPRESS LP Comp 5mg Bt 30,20.982,20.97,E,PRAZOSINE,N
102415,SOLIAN Comp Pell Sec 400mg Bt 30,173.055,64.5,E,AMISULPRIDE,O
302592,NEOFUNGINE Pde Tbe 10gr,5.64,5.1,E,TRIAMCINOLONE+ NEOMYCINE +NYSTATINE,N
300786,LEVOCINE 500 mg comp.pell.séc.Bt/5,24.615,14.52,E,LEVOFLOXACINE,N
300795,ZOLEN 200 mg comp.Bt 20,30.705,21.92,E,AMISULPRIDE,O
300905,SULPIRIL Gelule 50mg Bt 30,4.32,4.29,E,SULPIRIDE,N
105650,DESLORATADINE GENEPHARM 5mg Comp orodisp Bt 30,9.615,9.21,E,DESLORATADINE,N
105649,SOLICARE 10mg Comp Pell Bt 30,51.04,35.13,E,SOLIFENACINE SUCCINATE,N
105648,SOLICARE 5mg Comp Pell Bt 30,51.04,35.13,E,SOLIFENACINE SUCCINATE,N
303222,RISPER ORO 2mg Comp Orodisp Bt 30,35.815,32.49,E,RISPERIDONE,O
303301,ENOMERAL 20 20mg Gél Gastro-résistant Bt 30,18.36,18.36,E,ESOMEPRAZOLE,N
303300,ENOMERAL 20 20mg Gél Gastro-résistant Bt 16,11.84,9.792,E,ESOMEPRAZOLE,N
303299,ENOMERAL 20 20mg Gél Gastro-résistant Bt 8,5.07,4.896,E,ESOMEPRAZOLE,N
303303,ENOMERAL 40 40mg Gél Gastro-résistant Bt 16,12.96,11.68,E,ESOMEPRAZOLE,N
303304,ENOMERAL 40 40mg Gél Gastro-résistant Bt 30,24.09,21.9,E,ESOMEPRAZOLE,N
303302,ENOMERAL 40 40mg Gél Gastro-résistant Bt 8,7.87,5.84,E,ESOMEPRAZOLE,N
105712,THYROFIX 25µg Comp Bt 30,2.43,1.29,E,LEVOTHYROXINE,N
105711,THYROFIX 75µg Comp Bt 30,5.56,2.76,E,LEVOTHYROXINE,N
303354,LEVOFAST 5mg Comp Orodisp Bt 15,5.715,5.595,E,LEVOCETIRIZINE,N
303355,ROCOR 10 10mg Comp Pell Bt 30,16.92,16.2,E,ROSUVASTATINE,N
303356,ROCOR 20 20mg Comp Pell Bt 30,25.23,24.3,E,ROSUVASTATINE,N
303352,RGEO 40mg Gél Gastro-resistant Bt 14,11.37,10.22,E,ESOMEPRAZOLE,N
303353,RGEO 40mg Gél Gastro-resistant Bt 28,22.5,20.44,E,ESOMEPRAZOLE,N
303368,RODOGYL 750 MU/125 mg comp.pell.Bt/20,8.265,4.48,E,METRONIDAZOLE+SPIRAMYCINE,N
303369,BIRODOGYL comp.pell. Bt/10,8.965,5.34,E,METRONIDAZOLE+SPIRAMYCINE,N
303370,PROFENID Comp Pell 100mg Bt15,8.17,6.225,E,KETOPROFENE,N
303357,ASPEGIC Pdre/Sol Or 1000mg Sach Bt 20,7.3,7.3,E,ACETYLSALICYLATE DE LYSINE,N
303367,FLAGYL Comp 250mg Bt 20,4.78,2.52,E,METRONIDAZOLE,N
303389,COLTRAMYL Comp séc. 4mg Bt 12,7.65,4.752,I,THIOCOLCHICOSIDE,N
303391,PROFENID Inj IM 100mg Bt 5/2ml,10.1,5.915,E,KETOPROFENE,N
303387,URBANYL Comp Sec 10mg Bt 30,8.24,8.22,I,CLOBAZAM,N
303390,TORENTAL Comp Ret. 400mg Bt 20,10.89,7.76,I,PENTOXYFYLLINE,N
303384,DAONIL Comp 5mg  Bt 20,5.69,1.32,E,GLIBENCLAMIDE,N
303385,DAONIL Comp 5mg Bt 100,19.74,6.6,E,GLIBENCLAMIDE,N
303386,LASILIX Comp 40mg Bt 20,4.775,1.94,E,FUROSEMIDE,N
303388,PROFENID Comp 100mg Bt 30,12.525,12.45,E,KETOPROFENE,N
303377,METFORMINE  SANOFI (EX ZENTIVA) Comp Pell 1000 mg Bt 30,4.795,3.03,E,METFORMINE,N
303378,METFORMINE  SANOFI (ex ZENTIVA) 850 MG Comp Pell  BT 30,3.79,2.61,E,METFORMINE,N
303371,AMOXICILLINE SANOFI(EX AMOXICILLINE  ZENTIVA(ex WINTHROP )) 500 mg/5ml Pdre P Sus Or Fl 60 ml+CuillD,6.575,4.5,E,AMOXICILLINE,N
303372,AMOXICILLINE SANOFI (EX AMOXICILLINE  ZENTIVA (ex WINTHROP)) 250 mg/5ml Pdre Sus Or Fl 60 ml)+ CuilD,3.27,2.64,E,AMOXICILLINE,N
303376,AMOXI-CLAV SANOFI Enf (EX ZENTIVA ) 100mg/12.5mg/ml Pdre Sus Or Fl 60 ml,12.095,8.76,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
303375,AMOXI-CLAV SANOFI Nourr (EX ZENTIVA) Nour 100mg/12.5mg/ml Pdre Sus Or Fl 30 ml,7.35,4.38,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
303379,AMOXI-CLAV  SANOFI (EX ZENTIVA )  Pdre Susp Or  1000mg /125mg Bt 12 Sachets,18.355,14.016,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
303373,AMOXICILLINE SANOFI 500 mg GEL. BT 24 (EX AMOXICILLINE  ZENTIVA ( ex  WINTHROP )Gelule 500MG  Bt 24),7.02,5.928,E,AMOXICILLINE,N
303374,PROFENID LP Gelule 200mg Bt14,13.88,12.18,E,KETOPROFENE,N
303380,ROSUVASTATINE SANOFI 10 MG (EX ZENTIVA)  Comp Pell Sec  BT 30,21.72,16.2,E,ROSUVASTATINE,N
303381,AMOXI-CLAV SANOFI  AD (EX ZENTIVA) Comp Pell  500 MG/62.5 MG  BT 24,16.155,14.64,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
303364,ASPEGIC Pdre P Sol Or   250 MG BT 16,3.22,1.792,E,ACETYLSALICYLATE DE LYSINE,N
303365,ASPEGIC Pdre P Sol Or  500 MG BT 16,3.935,2.192,E,ACETYLSALICYLATE DE LYSINE,N
